Station,closure_date,start_time,end_time,duration_minutes,n_intervals,mean_flow,mean_speed,max_occupancy,multi_station_event
316249,2014-02-23,2014-02-23 01:55:00,2014-02-23 04:55:00,185.0,35,3.7714285714285714,66.49142857142857,0.0037,True
316261,2014-02-23,2014-02-23 01:35:00,2014-02-23 05:40:00,250.0,44,3.0681818181818183,66.25,0.0065,True
317791,2014-02-23,2014-02-23 01:35:00,2014-02-23 06:40:00,310.0,47,3.5319148936170213,69.32340425531915,0.0033,True
314000,2014-02-24,2014-02-24 00:55:00,2014-02-24 03:30:00,160.0,32,3.5625,65.653125,0.0027,True
316249,2014-02-24,2014-02-24 01:00:00,2014-02-24 03:35:00,160.0,20,4.4,65.80499999999999,0.0052,True
316261,2014-02-24,2014-02-24 00:55:00,2014-02-24 03:45:00,175.0,24,4.25,65.85416666666667,0.0119,True
317791,2014-02-24,2014-02-24 01:25:00,2014-02-24 04:00:00,160.0,16,3.875,69.08125,0.0023,True
317797,2014-02-24,2014-02-24 01:20:00,2014-02-24 03:45:00,150.0,24,4.666666666666667,67.39999999999999,0.0034,True
317791,2014-02-25,2014-02-25 02:50:00,2014-02-25 02:50:00,5.0,1,5.0,69.1,0.0014,True
317797,2014-02-25,2014-02-25 02:50:00,2014-02-25 02:50:00,5.0,1,5.0,64.0,0.0027,True
314000,2014-02-27,2014-02-27 02:20:00,2014-02-27 03:40:00,85.0,17,3.823529411764706,64.47058823529412,0.003,True
316249,2014-02-27,2014-02-27 01:10:00,2014-02-27 03:30:00,145.0,24,3.625,67.62083333333332,0.0035,True
316261,2014-02-27,2014-02-27 01:15:00,2014-02-27 03:35:00,145.0,12,4.0,65.06666666666666,0.0089,True
317791,2014-02-27,2014-02-27 01:20:00,2014-02-27 01:40:00,25.0,3,3.0,67.13333333333333,0.0023,True
317797,2014-02-27,2014-02-27 01:15:00,2014-02-27 03:35:00,145.0,11,3.909090909090909,67.95454545454545,0.0024,True
316249,2014-02-28,2014-02-28 03:55:00,2014-02-28 05:15:00,85.0,17,3.588235294117647,70.0764705882353,0.0023,False
317791,2014-02-28,2014-02-28 06:00:00,2014-02-28 06:30:00,35.0,7,3.4285714285714284,68.55714285714285,0.0018,False
316249,2014-03-01,2014-03-01 02:00:00,2014-03-01 05:20:00,205.0,26,3.423076923076923,69.21538461538461,0.0014,True
316261,2014-03-01,2014-03-01 03:50:00,2014-03-01 05:00:00,75.0,2,3.0,64.2,0.0072,True
317791,2014-03-01,2014-03-01 03:00:00,2014-03-01 04:55:00,120.0,3,5.0,67.60000000000001,0.0031,True
316249,2014-03-02,2014-03-02 02:25:00,2014-03-02 05:30:00,190.0,25,3.4,66.96,0.0026,True
316261,2014-03-02,2014-03-02 01:30:00,2014-03-02 06:10:00,285.0,46,3.130434782608696,65.61086956521739,0.0083,True
317791,2014-03-02,2014-03-02 02:10:00,2014-03-02 06:10:00,245.0,32,3.40625,66.771875,0.0034,True
316249,2014-03-03,2014-03-03 01:20:00,2014-03-03 02:45:00,90.0,9,4.222222222222222,66.84444444444445,0.0038,True
316261,2014-03-03,2014-03-03 01:20:00,2014-03-03 03:05:00,110.0,22,4.0,65.57727272727273,0.01,True
317791,2014-03-03,2014-03-03 01:20:00,2014-03-03 03:10:00,115.0,14,3.7857142857142856,68.27142857142857,0.0037,True
316249,2014-03-04,2014-03-04 01:25:00,2014-03-04 04:50:00,210.0,42,2.642857142857143,70.05238095238094,0.002,True
316261,2014-03-04,2014-03-04 01:30:00,2014-03-04 02:35:00,70.0,7,2.5714285714285716,65.72857142857143,0.0063,True
317791,2014-03-04,2014-03-04 01:30:00,2014-03-04 03:15:00,110.0,10,3.6,67.32000000000001,0.0029,True
316261,2014-03-05,2014-03-05 01:55:00,2014-03-05 01:55:00,5.0,1,3.0,62.9,0.007,True
317791,2014-03-05,2014-03-05 01:55:00,2014-03-05 01:55:00,5.0,1,1.0,71.0,0.0001,True
316261,2014-03-06,2014-03-06 02:45:00,2014-03-06 03:05:00,25.0,5,5.0,65.04,0.0176,False
317791,2014-03-06,2014-03-06 03:45:00,2014-03-06 03:50:00,10.0,2,4.5,66.0,0.0025,False
316249,2014-03-09,2014-03-09 03:05:00,2014-03-09 05:30:00,150.0,20,3.9,66.67,0.0033,True
316261,2014-03-09,2014-03-09 01:30:00,2014-03-09 05:30:00,245.0,29,3.2758620689655173,65.35172413793103,0.0086,True
317791,2014-03-09,2014-03-09 03:05:00,2014-03-09 06:00:00,180.0,23,3.347826086956522,67.7,0.0027,True
316261,2014-03-10,2014-03-10 01:50:00,2014-03-10 03:20:00,95.0,9,4.666666666666667,64.88888888888889,0.0106,True
317791,2014-03-10,2014-03-10 02:10:00,2014-03-10 04:05:00,120.0,7,3.7142857142857144,66.97142857142858,0.0024,True
316261,2014-03-11,2014-03-11 00:50:00,2014-03-11 00:55:00,10.0,2,3.5,66.55000000000001,0.0039,False
316249,2014-03-16,2014-03-16 01:50:00,2014-03-16 05:30:00,225.0,33,4.0,67.81818181818181,0.0024,True
316261,2014-03-16,2014-03-16 01:50:00,2014-03-16 05:35:00,230.0,36,3.2777777777777777,66.25555555555555,0.0078,True
317791,2014-03-16,2014-03-16 01:55:00,2014-03-16 05:55:00,245.0,31,3.774193548387097,68.87741935483871,0.0022,True
316249,2014-03-17,2014-03-17 02:05:00,2014-03-17 02:05:00,5.0,1,4.0,69.0,0.0007,True
316261,2014-03-17,2014-03-17 00:50:00,2014-03-17 03:00:00,135.0,9,3.7777777777777777,66.94444444444444,0.0059,True
317791,2014-03-17,2014-03-17 02:05:00,2014-03-17 03:00:00,60.0,3,3.6666666666666665,68.76666666666667,0.0024,True
316249,2014-03-18,2014-03-18 02:35:00,2014-03-18 02:35:00,5.0,1,5.0,60.0,0.0043,True
316261,2014-03-18,2014-03-18 02:35:00,2014-03-18 02:40:00,10.0,2,3.0,63.15,0.009,True
316249,2014-03-19,2014-03-19 02:30:00,2014-03-19 02:30:00,5.0,1,5.0,65.8,0.0028,True
317797,2014-03-19,2014-03-19 02:30:00,2014-03-19 02:30:00,5.0,1,5.0,66.8,0.0018,True
314000,2014-03-21,2014-03-21 01:15:00,2014-03-21 03:35:00,145.0,29,4.0344827586206895,64.49310344827586,0.0029,False
316249,2014-03-23,2014-03-23 02:00:00,2014-03-23 05:30:00,215.0,18,3.6666666666666665,66.22777777777777,0.0032,True
316261,2014-03-23,2014-03-23 02:00:00,2014-03-23 05:30:00,215.0,32,3.6875,66.084375,0.0087,True
317791,2014-03-23,2014-03-23 02:00:00,2014-03-23 05:20:00,205.0,16,3.625,68.10625,0.0028,True
316249,2014-03-24,2014-03-24 02:50:00,2014-03-24 02:50:00,5.0,1,5.0,69.4,0.0011,True
316261,2014-03-24,2014-03-24 02:50:00,2014-03-24 02:50:00,5.0,1,4.0,65.2,0.0047,True
316249,2014-03-26,2014-03-26 01:45:00,2014-03-26 05:00:00,200.0,40,2.625,70.5675,0.0019,True
316261,2014-03-26,2014-03-26 01:50:00,2014-03-26 03:35:00,110.0,6,4.5,65.66666666666667,0.0098,True
317791,2014-03-26,2014-03-26 01:50:00,2014-03-26 04:30:00,165.0,17,3.0,68.21764705882353,0.0043,True
317797,2014-03-26,2014-03-26 02:10:00,2014-03-26 04:25:00,140.0,14,3.0714285714285716,69.16428571428571,0.0045,True
316261,2014-03-27,2014-03-27 01:55:00,2014-03-27 02:25:00,35.0,7,3.857142857142857,66.38571428571429,0.0127,False
317791,2014-03-27,2014-03-27 04:25:00,2014-03-27 04:30:00,10.0,2,4.5,73.2,0.0037,False
316249,2014-03-29,2014-03-29 03:00:00,2014-03-29 04:15:00,80.0,5,3.8,68.28,0.0033,True
316261,2014-03-29,2014-03-29 19:05:00,2014-03-29 22:10:00,190.0,38,0.5789473684210527,68.42105263157895,0.0061,True
317791,2014-03-29,2014-03-29 04:15:00,2014-03-29 23:55:00,1185.0,206,0.08737864077669903,65.71941747572816,0.0035,True
316249,2014-03-30,2014-03-30 01:45:00,2014-03-30 05:25:00,225.0,25,3.24,68.99600000000001,0.0013,True
316261,2014-03-30,2014-03-30 00:50:00,2014-03-30 05:20:00,275.0,38,3.3684210526315788,66.15526315789474,0.0102,True
316249,2014-03-31,2014-03-31 03:45:00,2014-03-31 03:45:00,5.0,1,1.0,72.3,0.0001,False
316261,2014-03-31,2014-03-31 01:35:00,2014-03-31 04:05:00,155.0,9,4.333333333333333,66.6,0.0123,False
316249,2014-04-01,2014-04-01 00:40:00,2014-04-01 05:15:00,280.0,48,3.2291666666666665,70.06666666666666,0.0027,True
316261,2014-04-01,2014-04-01 01:55:00,2014-04-01 03:25:00,95.0,12,3.9166666666666665,64.13333333333334,0.0116,True
316261,2014-04-03,2014-04-03 01:45:00,2014-04-03 01:50:00,10.0,2,5.0,68.45,0.0049,False
316249,2014-04-06,2014-04-06 03:25:00,2014-04-06 04:55:00,95.0,14,4.142857142857143,67.72142857142858,0.0027,True
316261,2014-04-06,2014-04-06 01:50:00,2014-04-06 05:00:00,195.0,29,3.3793103448275863,66.50344827586207,0.0064,True
316249,2014-04-07,2014-04-07 01:55:00,2014-04-07 02:20:00,30.0,5,4.6,66.78,0.0031,True
316261,2014-04-07,2014-04-07 01:55:00,2014-04-07 03:50:00,120.0,12,4.75,65.19166666666666,0.0123,True
316249,2014-04-13,2014-04-13 03:00:00,2014-04-13 04:30:00,95.0,14,3.7857142857142856,67.97857142857143,0.0027,True
316261,2014-04-13,2014-04-13 02:00:00,2014-04-13 05:25:00,210.0,29,3.0689655172413794,66.61724137931034,0.0073,True
316249,2014-04-20,2014-04-20 02:40:00,2014-04-20 05:30:00,175.0,20,3.25,66.815,0.0028,True
316261,2014-04-20,2014-04-20 02:15:00,2014-04-20 05:35:00,205.0,39,3.769230769230769,65.93846153846154,0.0075,True
317797,2014-04-20,2014-04-20 02:40:00,2014-04-20 06:05:00,210.0,27,3.3703703703703702,69.64074074074074,0.0025,True
317797,2014-04-23,2014-04-23 02:10:00,2014-04-23 02:10:00,5.0,1,3.0,69.6,0.0022,False
316249,2014-04-25,2014-04-25 01:25:00,2014-04-25 04:40:00,200.0,15,4.2,69.71333333333334,0.0049,False
317797,2014-04-25,2014-04-25 05:05:00,2014-04-25 09:50:00,290.0,5,6.0,66.32000000000001,0.0053,False
316261,2014-04-26,2014-04-26 02:55:00,2014-04-26 04:55:00,125.0,5,3.4,64.94,0.0079,False
316249,2014-04-27,2014-04-27 04:15:00,2014-04-27 04:55:00,45.0,9,3.3333333333333335,67.94444444444444,0.002,True
316261,2014-04-27,2014-04-27 01:25:00,2014-04-27 05:20:00,240.0,28,3.2142857142857144,66.19285714285715,0.01,True
316261,2014-04-28,2014-04-28 01:40:00,2014-04-28 03:00:00,85.0,10,4.3,65.58,0.011,False
314000,2014-05-01,2014-05-01 01:45:00,2014-05-01 03:05:00,85.0,2,3.5,64.55,0.0023,True
316249,2014-05-01,2014-05-01 02:10:00,2014-05-01 03:00:00,55.0,2,2.0,65.1,0.0029,True
316261,2014-05-01,2014-05-01 02:10:00,2014-05-01 03:00:00,55.0,2,2.5,67.85,0.0039,True
317791,2014-05-01,2014-05-01 01:00:00,2014-05-01 03:40:00,165.0,33,3.757575757575758,64.39090909090909,0.003,True
317797,2014-05-01,2014-05-01 03:05:00,2014-05-01 03:05:00,5.0,1,5.0,67.2,0.0023,True
316261,2014-05-02,2014-05-02 03:15:00,2014-05-02 03:15:00,5.0,1,5.0,65.1,0.0084,True
317791,2014-05-02,2014-05-02 01:15:00,2014-05-02 03:35:00,145.0,29,4.068965517241379,64.30689655172414,0.0029,True
316261,2014-05-03,2014-05-03 03:05:00,2014-05-03 03:05:00,5.0,1,4.0,68.2,0.0028,True
317791,2014-05-03,2014-05-03 02:45:00,2014-05-03 04:15:00,95.0,19,4.526315789473684,64.16315789473684,0.0027,True
316249,2014-05-04,2014-05-04 02:10:00,2014-05-04 05:10:00,185.0,21,4.285714285714286,66.66666666666667,0.0063,True
316261,2014-05-04,2014-05-04 02:10:00,2014-05-04 05:05:00,180.0,28,3.7142857142857144,65.19285714285715,0.0156,True
317791,2014-05-04,2014-05-04 02:10:00,2014-05-04 05:10:00,185.0,37,4.081081081081081,65.44594594594595,0.0026,True
316249,2014-05-05,2014-05-05 02:05:00,2014-05-05 02:30:00,30.0,3,4.0,68.73333333333333,0.0022,True
316261,2014-05-05,2014-05-05 00:55:00,2014-05-05 02:30:00,100.0,11,3.5454545454545454,65.28181818181818,0.008,True
317791,2014-05-05,2014-05-05 00:55:00,2014-05-05 03:30:00,160.0,32,3.625,65.325,0.0027,True
316249,2014-05-06,2014-05-06 02:25:00,2014-05-06 02:25:00,5.0,1,5.0,65.0,0.0028,True
316261,2014-05-06,2014-05-06 02:20:00,2014-05-06 02:30:00,15.0,2,4.0,63.150000000000006,0.0086,True
317791,2014-05-06,2014-05-06 00:55:00,2014-05-06 03:40:00,170.0,34,3.911764705882353,64.12647058823529,0.003,True
316261,2014-05-07,2014-05-07 01:10:00,2014-05-07 02:10:00,65.0,2,4.0,65.5,0.0063,True
317791,2014-05-07,2014-05-07 01:05:00,2014-05-07 03:40:00,160.0,32,3.84375,64.60625,0.0029,True
316249,2014-05-08,2014-05-08 01:35:00,2014-05-08 02:35:00,65.0,2,4.5,66.85,0.0035,True
316261,2014-05-08,2014-05-08 01:40:00,2014-05-08 01:40:00,5.0,1,1.0,64.4,0.0024,True
317791,2014-05-08,2014-05-08 01:00:00,2014-05-08 03:40:00,165.0,33,3.757575757575758,64.39090909090909,0.003,True
316261,2014-05-09,2014-05-09 02:30:00,2014-05-09 02:30:00,5.0,1,5.0,65.4,0.0075,True
317791,2014-05-09,2014-05-09 01:15:00,2014-05-09 03:35:00,145.0,29,4.068965517241379,64.30689655172414,0.0029,True
316261,2014-05-10,2014-05-10 03:50:00,2014-05-10 03:50:00,5.0,1,5.0,64.9,0.0061,True
317791,2014-05-10,2014-05-10 02:45:00,2014-05-10 04:15:00,95.0,19,4.526315789473684,64.16315789473684,0.0027,True
316249,2014-05-11,2014-05-11 02:40:00,2014-05-11 05:05:00,150.0,25,3.88,67.27199999999999,0.0032,True
316261,2014-05-11,2014-05-11 02:50:00,2014-05-11 05:15:00,150.0,28,3.5,66.21785714285714,0.0084,True
317791,2014-05-11,2014-05-11 02:25:00,2014-05-11 05:10:00,170.0,34,4.0,65.48235294117647,0.0026,True
316249,2014-05-12,2014-05-12 01:50:00,2014-05-12 03:15:00,90.0,7,3.4285714285714284,67.05714285714285,0.0045,True
316261,2014-05-12,2014-05-12 01:45:00,2014-05-12 03:15:00,95.0,8,3.5,65.575,0.0077,True
317791,2014-05-12,2014-05-12 01:05:00,2014-05-12 03:30:00,150.0,30,3.6,65.29333333333334,0.0027,True
316261,2014-05-13,2014-05-13 01:05:00,2014-05-13 02:15:00,75.0,2,4.0,65.75,0.0059,True
317791,2014-05-13,2014-05-13 00:55:00,2014-05-13 03:40:00,170.0,34,3.911764705882353,64.12647058823529,0.003,True
316249,2014-05-14,2014-05-14 01:45:00,2014-05-14 01:55:00,15.0,2,4.0,67.4,0.0027,True
316261,2014-05-14,2014-05-14 01:35:00,2014-05-14 02:55:00,85.0,4,3.5,65.55,0.0057,True
317791,2014-05-14,2014-05-14 01:05:00,2014-05-14 03:40:00,160.0,32,3.84375,64.60625,0.0029,True
316261,2014-05-15,2014-05-15 01:25:00,2014-05-15 02:55:00,95.0,5,3.6,64.82000000000001,0.0069,True
317791,2014-05-15,2014-05-15 01:00:00,2014-05-15 03:40:00,165.0,33,3.757575757575758,64.39090909090909,0.003,True
317791,2014-05-16,2014-05-16 01:15:00,2014-05-16 03:35:00,145.0,29,4.068965517241379,64.30689655172414,0.0029,False
317791,2014-05-17,2014-05-17 02:45:00,2014-05-17 04:15:00,95.0,19,4.526315789473684,64.16315789473684,0.0027,False
316249,2014-05-18,2014-05-18 02:55:00,2014-05-18 04:40:00,110.0,16,3.6875,67.56875,0.0037,True
316261,2014-05-18,2014-05-18 02:40:00,2014-05-18 04:50:00,135.0,23,3.5652173913043477,66.82608695652173,0.0124,True
317791,2014-05-18,2014-05-18 02:25:00,2014-05-18 05:10:00,170.0,34,4.0,65.48235294117647,0.0026,True
316249,2014-05-19,2014-05-19 01:15:00,2014-05-19 03:30:00,140.0,7,3.857142857142857,66.58571428571429,0.0019,True
316261,2014-05-19,2014-05-19 01:10:00,2014-05-19 03:30:00,145.0,10,3.5,65.47999999999999,0.0095,True
317791,2014-05-19,2014-05-19 01:05:00,2014-05-19 03:30:00,150.0,30,3.6,65.29333333333334,0.0027,True
316249,2014-05-20,2014-05-20 02:30:00,2014-05-20 02:30:00,5.0,1,3.0,64.6,0.0027,True
316261,2014-05-20,2014-05-20 02:20:00,2014-05-20 02:40:00,25.0,4,3.75,65.025,0.0101,True
317791,2014-05-20,2014-05-20 00:55:00,2014-05-20 03:40:00,170.0,34,3.911764705882353,64.12647058823529,0.003,True
316261,2014-05-21,2014-05-21 01:45:00,2014-05-21 03:10:00,90.0,3,3.3333333333333335,64.23333333333333,0.008,True
317791,2014-05-21,2014-05-21 01:05:00,2014-05-21 03:40:00,160.0,32,3.84375,64.60625,0.0029,True
317791,2014-05-22,2014-05-22 01:00:00,2014-05-22 03:40:00,165.0,33,3.757575757575758,64.39090909090909,0.003,False
317791,2014-05-23,2014-05-23 01:15:00,2014-05-23 03:35:00,145.0,29,4.068965517241379,64.30689655172414,0.0029,False
316249,2014-05-25,2014-05-25 03:10:00,2014-05-25 04:35:00,90.0,3,4.0,65.5,0.0025,True
316261,2014-05-25,2014-05-25 03:05:00,2014-05-25 04:45:00,105.0,12,3.3333333333333335,67.20833333333333,0.0086,True
317791,2014-05-25,2014-05-25 03:10:00,2014-05-25 05:00:00,115.0,13,3.5384615384615383,68.63076923076923,0.003,True
316249,2014-05-26,2014-05-26 03:05:00,2014-05-26 03:50:00,50.0,4,4.5,66.425,0.0032,True
316261,2014-05-26,2014-05-26 02:30:00,2014-05-26 04:35:00,130.0,17,3.8823529411764706,67.0,0.0073,True
317791,2014-05-26,2014-05-26 02:55:00,2014-05-26 06:00:00,190.0,9,3.0,67.64444444444445,0.0021,True
316261,2014-05-27,2014-05-27 02:15:00,2014-05-27 02:40:00,30.0,6,4.833333333333333,65.68333333333334,0.0112,False
314000,2014-10-01,2014-10-01 02:00:00,2014-10-01 03:25:00,90.0,18,4.944444444444445,65.6,0.0028,True
316249,2014-10-01,2014-10-01 02:00:00,2014-10-01 03:10:00,75.0,4,5.0,66.15,0.0038,True
316261,2014-10-01,2014-10-01 02:00:00,2014-10-01 03:15:00,80.0,9,4.888888888888889,62.544444444444444,0.0157,True
317791,2014-10-01,2014-10-01 02:45:00,2014-10-01 02:45:00,5.0,1,5.0,64.4,0.003,True
317797,2014-10-01,2014-10-01 02:00:00,2014-10-01 03:25:00,90.0,18,5.0,64.57222222222224,0.0028,True
316214,2014-10-05,2014-10-05 02:35:00,2014-10-05 04:20:00,110.0,6,4.333333333333333,66.95,0.0037,True
316249,2014-10-05,2014-10-05 02:35:00,2014-10-05 04:30:00,120.0,11,4.181818181818182,68.10909090909091,0.0032,True
316261,2014-10-05,2014-10-05 02:35:00,2014-10-05 04:20:00,110.0,15,3.533333333333333,66.68666666666667,0.0056,True
317791,2014-10-05,2014-10-05 02:40:00,2014-10-05 05:15:00,160.0,15,3.8666666666666667,68.04,0.003,True
316214,2014-10-06,2014-10-06 02:25:00,2014-10-06 02:25:00,5.0,1,4.0,62.0,0.0038,True
316249,2014-10-06,2014-10-06 02:25:00,2014-10-06 02:25:00,5.0,1,5.0,68.8,0.001,True
316261,2014-10-06,2014-10-06 02:20:00,2014-10-06 02:45:00,30.0,3,4.666666666666667,66.26666666666667,0.0071,True
317791,2014-10-06,2014-10-06 02:45:00,2014-10-06 02:45:00,5.0,1,5.0,65.6,0.0022,True
316249,2014-10-08,2014-10-08 14:10:00,2014-10-08 19:20:00,315.0,57,2.526315789473684,68.78421052631579,0.0179,False
316214,2014-10-12,2014-10-12 03:30:00,2014-10-12 03:30:00,5.0,1,5.0,69.0,0.0008,True
316249,2014-10-12,2014-10-12 03:00:00,2014-10-12 05:10:00,135.0,3,4.666666666666667,67.60000000000001,0.0026,True
316261,2014-10-12,2014-10-12 03:00:00,2014-10-12 05:10:00,135.0,10,4.4,66.22999999999999,0.0085,True
317791,2014-10-12,2014-10-12 03:00:00,2014-10-12 03:40:00,45.0,4,3.5,66.6,0.0022,True
316261,2014-10-13,2014-10-13 01:50:00,2014-10-13 02:00:00,15.0,3,5.666666666666667,66.33333333333333,0.0073,True
317791,2014-10-13,2014-10-13 01:55:00,2014-10-13 03:05:00,75.0,6,4.833333333333333,67.83333333333333,0.003,True
314000,2014-10-19,2014-10-19 03:45:00,2014-10-19 04:15:00,35.0,2,5.0,65.8,0.0022,True
316214,2014-10-19,2014-10-19 03:20:00,2014-10-19 04:30:00,75.0,13,3.3846153846153846,67.84615384615384,0.0026,True
316249,2014-10-19,2014-10-19 02:40:00,2014-10-19 04:55:00,140.0,18,3.388888888888889,67.76666666666667,0.0027,True
316261,2014-10-19,2014-10-19 02:40:00,2014-10-19 05:10:00,155.0,26,3.3076923076923075,66.90384615384616,0.0067,True
317791,2014-10-19,2014-10-19 02:40:00,2014-10-19 04:55:00,140.0,21,3.0,67.87619047619049,0.0031,True
317797,2014-10-19,2014-10-19 03:45:00,2014-10-19 04:15:00,35.0,2,5.0,64.5,0.0022,True
316249,2014-10-20,2014-10-20 02:55:00,2014-10-20 02:55:00,5.0,1,5.0,63.6,0.003,True
316261,2014-10-20,2014-10-20 02:55:00,2014-10-20 02:55:00,5.0,1,2.0,61.7,0.0052,True
317791,2014-10-20,2014-10-20 02:55:00,2014-10-20 02:55:00,5.0,1,4.0,68.3,0.0015,True
316214,2014-10-26,2014-10-26 03:15:00,2014-10-26 04:05:00,55.0,8,3.375,67.35,0.0026,True
316249,2014-10-26,2014-10-26 03:15:00,2014-10-26 04:20:00,70.0,13,3.5384615384615383,67.29230769230769,0.0028,True
317791,2014-10-26,2014-10-26 03:20:00,2014-10-26 04:10:00,55.0,8,3.625,67.425,0.0024,True
316214,2014-11-01,2014-11-01 04:15:00,2014-11-01 04:15:00,5.0,1,4.0,66.4,0.0026,True
316249,2014-11-01,2014-11-01 02:50:00,2014-11-01 04:45:00,120.0,14,3.7857142857142856,69.61428571428571,0.0046,True
316261,2014-11-01,2014-11-01 04:10:00,2014-11-01 04:40:00,35.0,5,4.0,66.16,0.0078,True
317791,2014-11-01,2014-11-01 04:10:00,2014-11-01 05:20:00,75.0,15,1.8666666666666667,69.36,0.0019,True
314000,2014-11-02,2014-11-02 03:05:00,2014-11-02 04:30:00,90.0,18,4.777777777777778,65.57777777777778,0.0026,True
316214,2014-11-02,2014-11-02 03:15:00,2014-11-02 04:30:00,80.0,6,4.166666666666667,67.33333333333333,0.0017,True
316249,2014-11-02,2014-11-02 03:10:00,2014-11-02 04:15:00,70.0,10,4.4,67.72999999999999,0.002,True
316261,2014-11-02,2014-11-02 03:05:00,2014-11-02 04:45:00,105.0,17,4.0588235294117645,66.67647058823529,0.0078,True
317791,2014-11-02,2014-11-02 03:05:00,2014-11-02 05:00:00,120.0,18,4.333333333333333,67.46666666666667,0.0022,True
317797,2014-11-02,2014-11-02 03:05:00,2014-11-02 04:30:00,90.0,18,4.833333333333333,64.83333333333333,0.0026,True
314000,2014-11-03,2014-11-03 01:40:00,2014-11-03 03:15:00,100.0,20,5.05,65.705,0.0028,True
316214,2014-11-03,2014-11-03 02:40:00,2014-11-03 02:40:00,5.0,1,4.0,64.0,0.0029,True
316249,2014-11-03,2014-11-03 01:40:00,2014-11-03 02:55:00,80.0,3,5.0,67.46666666666665,0.0027,True
316261,2014-11-03,2014-11-03 01:40:00,2014-11-03 03:00:00,85.0,11,4.363636363636363,66.35454545454546,0.0066,True
317791,2014-11-03,2014-11-03 02:30:00,2014-11-03 03:00:00,35.0,4,4.25,67.175,0.0018,True
317797,2014-11-03,2014-11-03 01:40:00,2014-11-03 03:15:00,100.0,20,5.1,64.48,0.0028,True
314000,2014-11-04,2014-11-04 01:40:00,2014-11-04 03:20:00,105.0,21,4.761904761904762,65.5,0.0027,True
316261,2014-11-04,2014-11-04 01:50:00,2014-11-04 02:25:00,40.0,3,4.666666666666667,65.66666666666667,0.0067,True
317791,2014-11-04,2014-11-04 02:45:00,2014-11-04 02:45:00,5.0,1,5.0,67.0,0.0017,True
317797,2014-11-04,2014-11-04 01:40:00,2014-11-04 03:20:00,105.0,21,4.809523809523809,64.75714285714287,0.0027,True
314000,2014-11-05,2014-11-05 02:00:00,2014-11-05 03:25:00,90.0,18,4.944444444444445,65.6,0.0028,True
316261,2014-11-05,2014-11-05 02:00:00,2014-11-05 02:40:00,45.0,3,4.666666666666667,63.76666666666667,0.009,True
317791,2014-11-05,2014-11-05 03:05:00,2014-11-05 03:05:00,5.0,1,5.0,66.9,0.0016,True
317797,2014-11-05,2014-11-05 02:00:00,2014-11-05 03:25:00,90.0,18,5.0,64.57222222222224,0.0028,True
314000,2014-11-06,2014-11-06 01:55:00,2014-11-06 03:25:00,95.0,19,5.052631578947368,65.66842105263159,0.0029,True
316261,2014-11-06,2014-11-06 01:55:00,2014-11-06 02:35:00,45.0,2,5.0,65.05,0.0083,True
317791,2014-11-06,2014-11-06 02:10:00,2014-11-06 02:40:00,35.0,3,3.6666666666666665,66.23333333333333,0.0021,True
317797,2014-11-06,2014-11-06 01:55:00,2014-11-06 03:25:00,95.0,19,5.105263157894737,64.44736842105263,0.0029,True
314000,2014-11-07,2014-11-07 03:05:00,2014-11-07 03:05:00,5.0,1,5.0,65.7,0.0027,True
317797,2014-11-07,2014-11-07 03:05:00,2014-11-07 03:05:00,5.0,1,5.0,64.4,0.0027,True
314000,2014-11-09,2014-11-09 03:05:00,2014-11-09 04:30:00,90.0,18,4.777777777777778,65.57777777777778,0.0026,True
316214,2014-11-09,2014-11-09 03:10:00,2014-11-09 04:30:00,85.0,12,4.25,67.71666666666667,0.0035,True
316249,2014-11-09,2014-11-09 03:10:00,2014-11-09 04:40:00,95.0,12,4.166666666666667,67.39999999999999,0.0021,True
316261,2014-11-09,2014-11-09 03:05:00,2014-11-09 04:45:00,105.0,16,4.5625,66.41875,0.0087,True
317791,2014-11-09,2014-11-09 03:05:00,2014-11-09 04:40:00,100.0,18,4.055555555555555,68.22222222222223,0.0031,True
317797,2014-11-09,2014-11-09 03:05:00,2014-11-09 04:30:00,90.0,18,4.833333333333333,64.83333333333333,0.0026,True
314000,2014-11-10,2014-11-10 01:40:00,2014-11-10 03:15:00,100.0,20,5.05,65.705,0.0028,True
316214,2014-11-10,2014-11-10 02:15:00,2014-11-10 03:15:00,65.0,3,4.0,65.33333333333333,0.0032,True
316249,2014-11-10,2014-11-10 01:40:00,2014-11-10 03:20:00,105.0,11,4.181818181818182,66.63636363636364,0.0023,True
316261,2014-11-10,2014-11-10 01:40:00,2014-11-10 03:20:00,105.0,9,4.222222222222222,66.38888888888889,0.0069,True
317791,2014-11-10,2014-11-10 01:55:00,2014-11-10 03:20:00,90.0,9,3.7777777777777777,68.32222222222222,0.0017,True
317797,2014-11-10,2014-11-10 01:40:00,2014-11-10 03:15:00,100.0,20,5.1,64.48,0.0028,True
314000,2014-11-11,2014-11-11 01:40:00,2014-11-11 03:20:00,105.0,21,4.761904761904762,65.5,0.0027,True
316249,2014-11-11,2014-11-11 02:25:00,2014-11-11 02:25:00,5.0,1,5.0,66.7,0.003,True
316261,2014-11-11,2014-11-11 01:45:00,2014-11-11 02:30:00,50.0,5,4.0,66.08000000000001,0.01,True
317791,2014-11-11,2014-11-11 01:50:00,2014-11-11 02:45:00,60.0,3,4.333333333333333,66.86666666666667,0.0021,True
