,type,id,url,twitterUrl,text,source,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,bookmarkCount,isReply,inReplyToId,conversationId,displayTextRange,inReplyToUserId,inReplyToUsername,author,extendedEntities,card,place,entities,quoted_tweet,retweeted_tweet,article
102,tweet,974008806765051905,https://x.com/CHP_Truckee/status/974008806765051905,https://twitter.com/CHP_Truckee/status/974008806765051905,"Traffic Alert:

I-80 eastbound has reopened over Donner Summit. 

Drive safely.",Twitter for iPhone,4,0,6,0,0,2018-03-14T19:46:10+00:00,en,0,False,,974008806765051905,"[0, 79]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
103,tweet,973271569626685441,https://x.com/CHP_Truckee/status/973271569626685441,https://twitter.com/CHP_Truckee/status/973271569626685441,"Traffic Alert:

I-80 eastbound, east of Boreal the right lane is closed due to an overturned truck.

Expect delays in the area.",Twitter for iPhone,3,0,4,0,0,2018-03-12T18:56:39+00:00,en,0,False,,973271569626685441,"[0, 127]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
104,tweet,969872007876763648,https://x.com/CHP_Truckee/status/969872007876763648,https://twitter.com/CHP_Truckee/status/969872007876763648,"Traffic Update:

I-80 has reopened. 

I-80 is R2 Colfax if the Nevada State Line. 

Trucks are maximum.",Twitter for iPhone,8,1,14,0,0,2018-03-03T09:48:00+00:00,en,0,False,,969872007876763648,"[0, 103]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
105,tweet,969291014975483905,https://x.com/CHP_Truckee/status/969291014975483905,https://twitter.com/CHP_Truckee/status/969291014975483905,"Well I didn’t lie. 

I-80 is closed in both directions due to white out conditions. 

Eastbound traffic is being... https://t.co/dVTeXQnf9m",Twitter for iPhone,13,2,16,2,0,2018-03-01T19:19:21+00:00,en,0,False,,969291014975483905,"[0, 139]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [{'display_url': 'fb.me/GZDbR0bT', 'expanded_url': 'https://fb.me/GZDbR0bT', 'indices': [116, 139], 'url': 'https://t.co/dVTeXQnf9m'}], 'user_mentions': []}",,,
106,tweet,1632561322197139457,https://x.com/CHP_Truckee/status/1632561322197139457,https://twitter.com/CHP_Truckee/status/1632561322197139457,"‼️UPDATE‼️ (3/05/23  5:55pm)

I-80 remains closed eastbound at Alta and westbound at the Nevada State line. Caltrans crews have been working HARD day and night in order to clear up approximately 60 miles of freeway, while working in inclement weather conditions. https://t.co/bTqKd6BeYq",Twitter for iPhone,70,11,429,3,74555,2023-03-06T01:58:45+00:00,en,6,False,,1632561322197139457,"[0, 262]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}","{'media': [{'additional_media_info': {'monetizable': False}, 'display_url': 'pic.x.com/bTqKd6BeYq', 'expanded_url': 'https://x.com/CHP_Truckee/status/1632561322197139457/video/1', 'ext_media_availability': {'status': 'Available'}, 'id_str': '1632561270590418944', 'indices': [263, 286], 'media_key': '7_1632561270590418944', 'media_results': {'result': {'media_key': '7_1632561270590418944'}}, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1632561270590418944/pu/img/nUn-OI8aquacjbcX.jpg', 'original_info': {'focus_rects': [], 'height': 960, 'width': 720}, 'sizes': {'large': {'h': 960, 'resize': 'fit', 'w': 720}, 'medium': {'h': 960, 'resize': 'fit', 'w': 720}, 'small': {'h': 680, 'resize': 'fit', 'w': 510}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'video', 'url': 'https://t.co/bTqKd6BeYq', 'video_info': {'aspect_ratio': [3, 4], 'duration_millis': 8933, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/pl/eQesRV3LttGnYlz9.m3u8?tag=12'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/vid/320x426/dt33Rf0nQOonDGvv.mp4?tag=12'}, {'bitrate': 950000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/vid/480x640/d8H7CmcAfBmu812u.mp4?tag=12'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/vid/720x960/yxVMPej6AhNY7gbd.mp4?tag=12'}]}}]}",,{},"{'hashtags': [], 'media': [{'additional_media_info': {'monetizable': False}, 'display_url': 'pic.x.com/bTqKd6BeYq', 'expanded_url': 'https://x.com/CHP_Truckee/status/1632561322197139457/video/1', 'ext_media_availability': {'status': 'Available'}, 'id_str': '1632561270590418944', 'indices': [263, 286], 'media_key': '7_1632561270590418944', 'media_results': {'result': {'media_key': '7_1632561270590418944'}}, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1632561270590418944/pu/img/nUn-OI8aquacjbcX.jpg', 'original_info': {'focus_rects': [], 'height': 960, 'width': 720}, 'sizes': {'large': {'h': 960, 'resize': 'fit', 'w': 720}, 'medium': {'h': 960, 'resize': 'fit', 'w': 720}, 'small': {'h': 680, 'resize': 'fit', 'w': 510}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'video', 'url': 'https://t.co/bTqKd6BeYq', 'video_info': {'aspect_ratio': [3, 4], 'duration_millis': 8933, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/pl/eQesRV3LttGnYlz9.m3u8?tag=12'}, {'bitrate': 632000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/vid/320x426/dt33Rf0nQOonDGvv.mp4?tag=12'}, {'bitrate': 950000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/vid/480x640/d8H7CmcAfBmu812u.mp4?tag=12'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1632561270590418944/pu/vid/720x960/yxVMPej6AhNY7gbd.mp4?tag=12'}]}}], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
107,tweet,997112407393742853,https://x.com/CHP_Truckee/status/997112407393742853,https://twitter.com/CHP_Truckee/status/997112407393742853,"Shhh, don’t mind him he is just taking a nap!

Traffic Update:

I-80 eastbound, west of Floriston we are still on scene with this non injury overturned big rig. 

The right lane will be closed for sometime as the tows work to get this cleaned up.",Twitter for iPhone,2,2,1,0,0,2018-05-17T13:51:38+00:00,en,0,False,,997112407393742853,"[0, 246]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
108,tweet,991105307626622976,https://x.com/CHP_Truckee/status/991105307626622976,https://twitter.com/CHP_Truckee/status/991105307626622976,"Update:

I-80 westbound at Donner Lake Road has been reopened.

Still no estimate for Eastbound at Kingvale!",Twitter for iPhone,5,0,2,1,0,2018-05-01T00:01:33+00:00,en,0,False,,991105307626622976,"[0, 108]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
109,tweet,1066097783185141760,https://x.com/CHP_Truckee/status/1066097783185141760,https://twitter.com/CHP_Truckee/status/1066097783185141760,"Update:

Westbound I-80 has reopened. 

Chain Control 

I-80 is R2 Donner Lake Rd to Kingvale in both directions. 

Trucks are Minimum.",Twitter for iPhone,3,2,4,0,0,2018-11-23T22:34:53+00:00,en,0,False,,1066097783185141760,"[0, 135]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
110,tweet,1077309273745575937,https://x.com/CHP_Truckee/status/1077309273745575937,https://twitter.com/CHP_Truckee/status/1077309273745575937,"Traffic Alert Update:

I-80 westbound has reopened. 

Still working on eastbound. We will let you know when we get it going. 

Drive safely.",Twitter for iPhone,1,0,8,0,0,2018-12-24T21:05:20+00:00,en,0,False,,1077309273745575937,"[0, 140]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
111,tweet,1087416197304348672,https://x.com/CHP_Truckee/status/1087416197304348672,https://twitter.com/CHP_Truckee/status/1087416197304348672,"Chain Control:

I-80 is R2 Truckee to Cisco in both directions. 

Trucks are Maximum. 

SR-89 is R2 Pickett’s Junction to Emerald bay Park. 
Emerald bay is closed. 
R2 Bliss State Park to two miles north of Bliss. 
R1 Tahoma to Squaw Valley. 
R1 Truckee to the Plumas County Line",Twitter for iPhone,0,1,4,0,0,2019-01-21T18:26:39+00:00,en,0,False,,1087416197304348672,"[0, 279]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
112,tweet,1087276967500509184,https://x.com/CHP_Truckee/status/1087276967500509184,https://twitter.com/CHP_Truckee/status/1087276967500509184,"Chain Control:

I-80 is R2 Nevada State Line to Colfax in both directions. 

Trucks are Maximum. 

SR-89 is R2 Pickett’s Junction to Emerald bay Park. 
Emerald bay is closed. 
R1 Tahoe City to Squaw Valley. 
R1 Truckee to the Plumas County Line.",Twitter for iPhone,2,2,5,0,0,2019-01-21T09:13:24+00:00,en,0,False,,1087276967500509184,"[0, 245]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}",{},,{},"{'hashtags': [], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
113,tweet,2023958786180894796,https://x.com/CHP_Truckee/status/2023958786180894796,https://twitter.com/CHP_Truckee/status/2023958786180894796,"⚠️ I-80 remains CLOSED in both directions over Donner Summit due to severe winter weather and whiteout conditions ⚠️

No ETO. Avoid travel. https://t.co/W19jaoyK21",Twitter for iPhone,72,3,343,3,29440,2026-02-18T03:12:32+00:00,en,8,False,,2023958786180894796,"[0, 139]",,,"{'type': 'user', 'userName': 'CHP_Truckee', 'url': 'https://x.com/CHP_Truckee', 'twitterUrl': 'https://twitter.com/CHP_Truckee', 'id': '2903875898', 'name': 'CHP Truckee', 'isVerified': False, 'isBlueVerified': False, 'verifiedType': None, 'profilePicture': 'https://pbs.twimg.com/profile_images/1999223138593492992/PwOFDL8v_normal.jpg', 'coverPicture': 'https://pbs.twimg.com/profile_banners/2903875898/1742257156', 'description': 'Official California Highway Patrol Truckee Twitter Account', 'location': 'Truckee, CA', 'followers': 33509, 'following': 41, 'status': '', 'canDm': False, 'canMediaTag': False, 'createdAt': 'Tue Nov 18 18:20:19 +0000 2014', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'CHP.CA.GOV', 'expanded_url': 'http://CHP.CA.GOV', 'indices': [0, 23], 'url': 'https://t.co/Y8KPYKCpth'}]}}, 'fastFollowersCount': 0, 'favouritesCount': 113, 'hasCustomTimelines': False, 'isTranslator': False, 'mediaCount': 1409, 'statusesCount': 4395, 'withheldInCountries': [], 'affiliatesHighlightedLabel': {}, 'possiblySensitive': False, 'pinnedTweetIds': [], 'profile_bio': {}, 'isAutomated': False, 'automatedBy': None}","{'media': [{'additional_media_info': {'monetizable': False}, 'display_url': 'pic.x.com/W19jaoyK21', 'expanded_url': 'https://x.com/CHP_Truckee/status/2023958786180894796/video/1', 'ext_media_availability': {'status': 'Available'}, 'id_str': '2023958734192746496', 'indices': [140, 163], 'media_key': '13_2023958734192746496', 'media_results': {'result': {'media_key': '13_2023958734192746496'}}, 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/2023958734192746496/img/veoZEyz2HM4wm6G4.jpg', 'original_info': {'focus_rects': [], 'height': 642, 'width': 1180}, 'sizes': {'large': {'h': 642, 'resize': 'fit', 'w': 1180}, 'medium': {'h': 642, 'resize': 'fit', 'w': 1180}, 'small': {'h': 370, 'resize': 'fit', 'w': 680}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'video', 'url': 'https://t.co/W19jaoyK21', 'video_info': {'aspect_ratio': [590, 321], 'duration_millis': 8191, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/pl/wCunuS1CCTXbQHBF.m3u8?tag=21'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/vid/avc1/496x270/60IKCZ-w3sT1ncWO.mp4?tag=21'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/vid/avc1/660x360/syWdd6dpmbKuvQ35.mp4?tag=21'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/vid/avc1/1180x642/_BYff3LIvLtBnONE.mp4?tag=21'}]}}]}",,{},"{'hashtags': [], 'media': [{'additional_media_info': {'monetizable': False}, 'display_url': 'pic.x.com/W19jaoyK21', 'expanded_url': 'https://x.com/CHP_Truckee/status/2023958786180894796/video/1', 'ext_media_availability': {'status': 'Available'}, 'id_str': '2023958734192746496', 'indices': [140, 163], 'media_key': '13_2023958734192746496', 'media_results': {'result': {'media_key': '13_2023958734192746496'}}, 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/2023958734192746496/img/veoZEyz2HM4wm6G4.jpg', 'original_info': {'focus_rects': [], 'height': 642, 'width': 1180}, 'sizes': {'large': {'h': 642, 'resize': 'fit', 'w': 1180}, 'medium': {'h': 642, 'resize': 'fit', 'w': 1180}, 'small': {'h': 370, 'resize': 'fit', 'w': 680}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'type': 'video', 'url': 'https://t.co/W19jaoyK21', 'video_info': {'aspect_ratio': [590, 321], 'duration_millis': 8191, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/pl/wCunuS1CCTXbQHBF.m3u8?tag=21'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/vid/avc1/496x270/60IKCZ-w3sT1ncWO.mp4?tag=21'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/vid/avc1/660x360/syWdd6dpmbKuvQ35.mp4?tag=21'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/2023958734192746496/vid/avc1/1180x642/_BYff3LIvLtBnONE.mp4?tag=21'}]}}], 'symbols': [], 'timestamps': [], 'urls': [], 'user_mentions': []}",,,
